Estación,Ubicación
Canaval y Moreyra,https://www.google.com/maps/place/Estaci%C3%B3n+Metropolitano+Canaval+y+Moreyra/@-12.0976645,-77.0262013,17.6z/data=!4m6!3m5!1s0x9105c86f792c4f15:0x10ff76bcee28c824!8m2!3d-12.0969508!4d-77.0251166!16s%2Fg%2F1q66x6ny1?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Aramburú,https://www.google.com/maps/place/Estaci%C3%B3n+Arambur%C3%BA+%2F+Comunidad+Andina/@-12.1028004,-77.0276988,18.4z/data=!4m6!3m5!1s0x9105c86c02325f5f:0x249df72be65cce19!8m2!3d-12.1022941!4d-77.0272485!16s%2Fg%2F11sgl63f90?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Domingo Orué,https://www.google.com/maps/place/Estaci%C3%B3n+Domingo+Oru%C3%A9/@-12.108459,-77.0267811,19.8z/data=!4m6!3m5!1s0x9105c81347ae116b:0xf7720d0f905800c3!8m2!3d-12.1085005!4d-77.0264381!16s%2Fg%2F1q66ncs0v?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Angamos,https://www.google.com/maps/place/Estacion+Angamos/@-12.113171,-77.026501,19.8z/data=!4m6!3m5!1s0x9105c80e82faea5f:0x181e836578beed44!8m2!3d-12.1132904!4d-77.0259612!16s%2Fg%2F11f2655kjp?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Ricardo Palma,https://www.google.com/maps/place/Estaci%C3%B3n+Ricardo+Palma/@-12.118987,-77.0260067,21z/data=!4m6!3m5!1s0x9105c81a75cbf955:0x57028eb2459b03cc!8m2!3d-12.1190148!4d-77.0259295!16s%2Fg%2F11sgl65q2t?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Benavides,https://www.google.com/maps/place/Estaci%C3%B3n+Benavides+Metropolitano/@-12.1250298,-77.0243857,21z/data=!4m6!3m5!1s0x9105c81c84d4e067:0xb5dab0ff214f0d29!8m2!3d-12.1251351!4d-77.0242088!16s%2Fg%2F11dxdk9_l2?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Veintiocho de Julio,https://www.google.com/maps/place/Estaci%C3%B3n+28+De+Julio/@-12.1295852,-77.0230053,19.8z/data=!4m6!3m5!1s0x9105c81d599b5943:0xab10b5835c1afe70!8m2!3d-12.1294115!4d-77.0228217!16s%2Fg%2F1q66sp68v?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Plaza de Flores,-12.135416773618147, -77.01911983068669
Balta,https://www.google.com/maps/place/Estaci%C3%B3n+Balta/@-12.1413271,-77.018207,19.6z/data=!4m14!1m7!3m6!1s0x9105b7fb85303795:0x6dd83c2c5467b297!2sEstaci%C3%B3n+Plaza+De+Flores!8m2!3d-12.135684!4d-77.0186854!16s%2Fg%2F1q66yh10m!3m5!1s0x9105b7f0976e0b8f:0xfa06f8b74b499580!8m2!3d-12.1411578!4d-77.0177423!16s%2Fg%2F1q66gl6nx?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Bulevar,https://www.google.com/maps/place/Estacion+Bulevar/@-12.1485903,-77.0204975,20z/data=!4m14!1m7!3m6!1s0x9105b7fb85303795:0x6dd83c2c5467b297!2sEstaci%C3%B3n+Plaza+De+Flores!8m2!3d-12.135684!4d-77.0186854!16s%2Fg%2F1q66yh10m!3m5!1s0x9105b7f24737edad:0x81e4a5f3ef4dec12!8m2!3d-12.1484065!4d-77.0201185!16s%2Fg%2F1tfhhgkz?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Estadio Unión,https://www.google.com/maps/place/METROPOLITANO+estaci%C3%B3n+Estadio+Uni%C3%B3n/@-12.1529745,-77.0198489,21z/data=!4m14!1m7!3m6!1s0x9105b7fb85303795:0x6dd83c2c5467b297!2sEstaci%C3%B3n+Plaza+De+Flores!8m2!3d-12.135684!4d-77.0186854!16s%2Fg%2F1q66yh10m!3m5!1s0x9105b7184f9583f5:0xd84f33bbe2a3b27!8m2!3d-12.1529242!4d-77.0196905!16s%2Fg%2F11jk8x2clv?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Escuela Militar,https://www.google.com/maps/place/Estaci%C3%B3n+Escuela+Militar/@-12.1595086,-77.0188601,20z/data=!4m14!1m7!3m6!1s0x9105b7fb85303795:0x6dd83c2c5467b297!2sEstaci%C3%B3n+Plaza+De+Flores!8m2!3d-12.135684!4d-77.0186854!16s%2Fg%2F1q66yh10m!3m5!1s0x9105b78faa3f16cb:0x74ade21b8e956367!8m2!3d-12.1594717!4d-77.0189075!16s%2Fg%2F1q66lpkf4?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Fernando Terán,https://www.google.com/maps/place/Estaci%C3%B3n+Ter%C3%A1n/@-12.1687534,-77.0188706,20z/data=!4m14!1m7!3m6!1s0x9105b7fb85303795:0x6dd83c2c5467b297!2sEstaci%C3%B3n+Plaza+De+Flores!8m2!3d-12.135684!4d-77.0186854!16s%2Fg%2F1q66yh10m!3m5!1s0x9105b78478c73cc1:0x2971544f7ed2b7e0!8m2!3d-12.16881!4d-77.0186!16s%2Fg%2F11y5wh2hx7?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Rosario de Villa,https://www.google.com/maps/place/Estaci%C3%B3n+Plaza+Lima+Sur/@-12.1733379,-77.0150407,19.4z/data=!4m14!1m7!3m6!1s0x9105b7fb85303795:0x6dd83c2c5467b297!2sEstaci%C3%B3n+Plaza+De+Flores!8m2!3d-12.135684!4d-77.0186854!16s%2Fg%2F1q66yh10m!3m5!1s0x9105b781dc65869d:0x604ac529292b6956!8m2!3d-12.1735009!4d-77.01471!16s%2Fg%2F11b7y7s3dx?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
Matellini,https://www.google.com/maps/place/Estaci%C3%B3n+Matellini/@-12.1786463,-77.0107012,19.4z/data=!4m14!1m7!3m6!1s0x9105b7fb85303795:0x6dd83c2c5467b297!2sEstaci%C3%B3n+Plaza+De+Flores!8m2!3d-12.135684!4d-77.0186854!16s%2Fg%2F1q66yh10m!3m5!1s0x9105b7d4bc599eab:0xeb3fb1e1f3fc9ed2!8m2!3d-12.1784235!4d-77.0104245!16s%2Fg%2F11hzsyznmy?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D
