folder,folder_rel,route_id,title,display_id_raw,display_id_source,end1_start,end1_end,end2_start,end2_end,cand_match_type,cand_codigo_nuevo,cand_codigo_antiguo,cand_alias,cand_color_hex,cand_empresa_operadora,cand_distrito_origen,cand_distrito_destino,categoria,ambito_title,codigo_final,usar_en_mapa,es_codigo_nuevo,comentario
route_106169,data/processed/transporte/route_106169,106169,Ruta de autobús EO39 en el mapa de Lima,EO39,title,Húsares de Junín,Calle 7,Calle 7,Húsares de Junín,,,,,,,,,Otros,Lima,EO39,TRUE,,
route_106170,data/processed/transporte/route_106170,106170,Ruta de autobús EO26 en el mapa de Lima,EO26,title,Ceres Medio,Terminal Santo Cristo (Chorrillos),Terminal Santo Cristo (Chorrillos),Ceres Medio,,,,,,,,,Otros,Lima,EO26,TRUE,,
route_106194,data/processed/transporte/route_106194,106194,Ruta de autobús IM33 en el mapa de Lima,IM33,title,Sarita Colonia,Marcos Puente Llanos,Marcos Puente Llanos,Sarita Colonia,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,IM33,TRUE,,
route_106209,data/processed/transporte/route_106209,106209,Ruta de autobús IOM62 (Lima - Callao) en el mapa de Lima,IOM62,title,Plaza Matriz,Límite Cieneguilla,Límite Cieneguilla,Plaza Matriz,,,,,,,,,Otros,Lima - Callao,IOM62,TRUE,,
route_106210,data/processed/transporte/route_106210,106210,Ruta de autobús IM16 en el mapa de Lima,IM16,title,Terminal Minka,Nazca,Nazca,Terminal Minka,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,IM16,TRUE,,
route_106215,data/processed/transporte/route_106215,106215,Ruta de autobús IM01 (Lima - Callao) en el mapa de Lima,IM01,title,Plaza Matriz,Pacayal,Pacayal,Plaza Matriz,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,IM01,TRUE,,
route_106216,data/processed/transporte/route_106216,106216,Ruta de autobús OO08 en el mapa de Lima,OO08,title,Intisuyo,Primax Bayóvar,Primax Bayóvar,Intisuyo,,,,,,,,,Otros,Lima,OO08,TRUE,,
route_106226,data/processed/transporte/route_106226,106226,Ruta de autobús OM01 en el mapa de Lima,OM01,title,La Rivera de San Diego,Hermes,San José,La Rivera de San Diego,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,OM01,TRUE,,
route_106227,data/processed/transporte/route_106227,106227,Ruta de autobús ICR20 en el mapa de Lima,ICR20,title,Óvalo 200 Millas,Parque Santa Clara,Parque Santa Clara,Óvalo 200 Millas,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,ICR20,TRUE,,
route_106247,data/processed/transporte/route_106247,106247,Ruta de autobús EM04 en el mapa de Lima,EM04,title,Portón,Óvalo de Oasis,Óvalo de Oasis,Portón,,,,,,,,,Otros,Lima,EM04,TRUE,,
route_106251,data/processed/transporte/route_106251,106251,Ruta de autobús SM40 en el mapa de Lima,SM40,title,Contumazá,Módulo Siglo XXI,Módulo Siglo XXI,Los Libertadores,,,,,,,,,Otros,Lima,SM40,TRUE,,
route_106252,data/processed/transporte/route_106252,106252,Ruta de autobús OM15 en el mapa de Lima,OM15,title,Periférica Meléndez Loayza,Gardenias,Gardenias,Periférica Meléndez Loayza,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,OM15,TRUE,,
route_106253,data/processed/transporte/route_106253,106253,Ruta de autobús IM14 en el mapa de Lima,IM14,title,Los Olimos,Isabel La Católica,Isabel La Católica,Los Olimos,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,IM14,TRUE,,
route_106254,data/processed/transporte/route_106254,106254,Ruta de autobús SM41 en el mapa de Lima,SM41,title,Mercado de Lurín,Magda Portal,Magda Portal,Mercado de Lurín,,,,,,,,,Otros,Lima,SM41,TRUE,,
route_106255,data/processed/transporte/route_106255,106255,Ruta de autobús SM42b en el mapa de Lima,SM42b,title,Rinconada,Ricardo Palma,Ricardo Palma,Rinconada,,,,,,,,,Otros,Lima,SM42b,TRUE,,
route_106309,data/processed/transporte/route_106309,106309,Ruta de autobús SM27 en el mapa de Lima,SM27,title,Cementerio de Pachacamac,Pronoepsa Portugal,Pronoepsa Portugal,Cementerio de Pachacamac,,,,,,,,,Otros,Lima,SM27,TRUE,,
route_106330,data/processed/transporte/route_106330,106330,Ruta de autobús SM36a en el mapa de Lima,SM36a,title,Santa Anita (Pachacámac),García Naranjo,García Naranjo,Santa Anita (Pachacámac),,,,,,,,,Otros,Lima,SM36a,TRUE,,
route_106331,data/processed/transporte/route_106331,106331,Ruta de autobús SM46 en el mapa de Lima,SM46,title,Los Lloques,Parque Los Rosales,Parque Los Rosales,Los Lloques,,,,,,,,,Otros,Lima,SM46,TRUE,,
route_106344,data/processed/transporte/route_106344,106344,Ruta de autobús 3517 en el mapa de Lima,3517,title,Calle 14,Puente PUCP,Puente PUCP,Calle 14,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,3517,TRUE,,
route_106503,data/processed/transporte/route_106503,106503,Ruta de autobús 1618 en el mapa de Lima,1618,title,Entrada Las Villas de Carabayllo,José María Córdova,José María Córdova,Entrada Las Villas de Carabayllo,codigo_antiguo,1023,1618,La B,#FA8E00,Empresa de Transportes y Servicios Nueva América S.A. (TRANSNASA),Carabayllo,Lince,Transporte Formal sin Codigo Nuevo,Lima,1618,TRUE,,
route_106558,data/processed/transporte/route_106558,106558,Ruta de autobús IM48 en el mapa de Lima,IM48,title,Costanera,Mar del Norte,Mar del Norte,Costanera,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,IM48,TRUE,,
route_106559,data/processed/transporte/route_106559,106559,Ruta de autobús EM37 en el mapa de Lima,EM37,title,Universitaria,Los Algarrobos,Los Algarrobos,Universitaria,,,,,,,,,Otros,Lima,EM37,TRUE,,
route_106560,data/processed/transporte/route_106560,106560,Ruta de autobús IOM23 en el mapa de Lima,IOM23,title,Pacasmayo,Pacasmayo,Pacasmayo,Pacasmayo,,,,,,,,,Otros,Lima,IOM23,TRUE,,
route_106561,data/processed/transporte/route_106561,106561,Ruta de autobús 4412 en el mapa de Lima,4412,title,Hijos de Apurimac,Límite Cieneguilla,Límite Cieneguilla,Hijos de Apurimac,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,4412,TRUE,,
route_106562,data/processed/transporte/route_106562,106562,Ruta de autobús 4414 en el mapa de Lima,4414,title,Hijos de Apurimac,La Fontana,La Fontana,Hijos de Apurimac,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,4414,TRUE,,
route_106563,data/processed/transporte/route_106563,106563,Ruta de autobús IOM39 (Lima - Callao) en el mapa de Lima,IOM39,title,Plaza Matriz,Francisco de Zela,Francisco de Zela,Plaza Matriz,,,,,,,,,Otros,Lima - Callao,IOM39,TRUE,,
route_106599,data/processed/transporte/route_106599,106599,Ruta de autobús EM15 en el mapa de Lima,EM15,title,Casablanca,Estadio Ollaraya,Estadio Ollaraya,Casablanca,,,,,,,,,Otros,Lima,EM15,TRUE,,
route_106636,data/processed/transporte/route_106636,106636,Ruta de autobús SM38 en el mapa de Lima,SM38,title,Nueva Caldelonia,Túpac Amaru,Túpac Amaru,Nueva Caldelonia,,,,,,,,,Otros,Lima,SM38,TRUE,,
route_106678,data/processed/transporte/route_106678,106678,Ruta de autobús IO58 (Lima - Callao) en el mapa de Lima,IO58,title,Hijos de Apurimac,2 de Mayo,2 de Mayo,Hijos de Apurimac,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,IO58,TRUE,,
route_106690,data/processed/transporte/route_106690,106690,Ruta de autobús IOM19 en el mapa de Lima,IOM19,title,Minka,Separadora Industrial,Separadora Industrial,Minka,,,,,,,,,Otros,Lima,IOM19,TRUE,,
route_106693,data/processed/transporte/route_106693,106693,Ruta de autobús EM26 en el mapa de Lima,EM26,title,Montenegro,Vía de Evitamiento,Vía de Evitamiento,Montenegro,,,,,,,,,Otros,Lima,EM26,TRUE,,
route_106719,data/processed/transporte/route_106719,106719,Ruta de autobús IOM34 en el mapa de Lima,IOM34,title,Izaguirre,Terminal de Buses de Ate,Terminal de Buses de Ate,Izaguirre,,,,,,,,,Otros,Lima,IOM34,TRUE,,
route_106720,data/processed/transporte/route_106720,106720,Ruta de autobús EM62 en el mapa de Lima,EM62,title,Ceres Medio,Canta Callao,Canta Callao,Ceres Medio,,,,,,,,,Otros,Lima,EM62,TRUE,,
route_106722,data/processed/transporte/route_106722,106722,Ruta de autobús 7402 en el mapa de Lima,7402,title,Nueva Caldelonia,Túpac Amaru,Túpac Amaru,Nueva Caldelonia,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,7402,TRUE,,
route_106756,data/processed/transporte/route_106756,106756,Ruta de autobús IO05 en el mapa de Lima,IO05,title,Tumbes,Santa Rita,Santa Rita,Tumbes,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,IO05,TRUE,,
route_106757,data/processed/transporte/route_106757,106757,Ruta de autobús EM36 en el mapa de Lima,EM36,title,Jesús Mentor,La Paz,La Paz,Jesús Mentor,,,,,,,,,Otros,Lima,EM36,TRUE,,
route_106763,data/processed/transporte/route_106763,106763,Ruta de autobús 3614 en el mapa de Lima,3614,title,Los Amautas,Del Ejército,Del Ejército,Los Amautas,codigo_antiguo,1051,3614,La 52J,#90333B,Empresa de Transportes Unidos S.A. (ETUSA),San Juan de Lurigancho,San Isidro,Transporte Formal sin Codigo Nuevo,Lima,3614,TRUE,,
route_106789,data/processed/transporte/route_106789,106789,Ruta de autobús SM03 en el mapa de Lima,SM03,title,Jhon Adams,Educación,Educación,Jhon Adams,,,,,,,,,Otros,Lima,SM03,TRUE,,
route_106807,data/processed/transporte/route_106807,106807,Ruta de autobús EO100 en el mapa de Lima,EO100,title,AA.HH El Amauta,Óvalo San Luis,Ovalo San Luis,AA.HH El Amauta,,,,,,,,,Otros,Lima,EO100,TRUE,,
route_106818,data/processed/transporte/route_106818,106818,Ruta de autobús IO53 (Lima - Callao) en el mapa de Lima,IO53,title,Plaza Garibaldi,Calle 14,Calle 14,Plaza Garibaldi,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,IO53,TRUE,,
route_106832,data/processed/transporte/route_106832,106832,Ruta de autobús EO03 en el mapa de Lima,EO03,title,Montenegro,Plaza Jorge Chávez,Plaza Jorge Chávez,Montenegro,,,,,,,,,Otros,Lima,EO03,TRUE,,
route_106833,data/processed/transporte/route_106833,106833,Ruta de autobús IOM21 en el mapa de Lima,IOM21,title,Chicmabamba,Los Ángeles,Los Ángeles,Chicmabamba,,,,,,,,,Otros,Lima,IOM21,TRUE,,
route_106834,data/processed/transporte/route_106834,106834,Ruta de autobús IO35a (Lima - Callao) en el mapa de Lima,IO35a,title,Calle 5,Uruguay,Uruguay,Calle 5,,,,,,,,,Otros,Lima - Callao,IO35a,TRUE,,
route_106835,data/processed/transporte/route_106835,106835,Ruta de autobús EO56 en el mapa de Lima,EO56,title,Zona T,San Cristóbal,San Cristóbal,Zona T,,,,,,,,,Otros,Lima,EO56,TRUE,,
route_106836,data/processed/transporte/route_106836,106836,Ruta de autobús EO05 en el mapa de Lima,EO05,title,26 de Mayo,Alborada,Alborada,26 de Mayo,,,,,,,,,Otros,Lima,EO05,TRUE,,
route_106858,data/processed/transporte/route_106858,106858,Ruta de autobús EO55 en el mapa de Lima,EO55,title,San Nicolás de Chosica,Oscar Raimundo Benavides,Oscar Raimundo Benavides,San Nicolás de Chosica,,,,,,,,,Otros,Lima,EO55,TRUE,,
route_106927,data/processed/transporte/route_106927,106927,Ruta de autobús IO96 en el mapa de Lima,IO96,title,Fundiciones Caballero,General José Antonio de Sucre,General José Antonio de Sucre,Fundiciones Caballero,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,IO96,TRUE,,
route_106928,data/processed/transporte/route_106928,106928,Ruta de autobús 1617 en el mapa de Lima,1617,title,Hacienda Punchauca,Óvalo de Miraflores,Óvalo de Miraflores,Hacienda Punchauca,codigo_antiguo,1022,1617,Ninguno,#D10F0F,Trans. Norcom Corporation S.A.C. / Grupo Empresarial El Rápido S.A.,Carabayllo,Miraflores,Transporte Formal sin Codigo Nuevo,Lima,1617,TRUE,,
route_106946,data/processed/transporte/route_106946,106946,Ruta de autobús TVE64 en el mapa de Lima,TVE64,title,El Valle,10 (Canto Grande),10 (Canto Grande),El Valle,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,TVE64,TRUE,,
route_107095,data/processed/transporte/route_107095,107095,Ruta de autobús IO46 (Lima - Callao) en el mapa de Lima,IO46,title,Periférica Meléndez Loayza,Granados,Granados,Periférica Meléndez Loayza,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,IO46,TRUE,,
route_107322,data/processed/transporte/route_107322,107322,Ruta de autobús EM35 en el mapa de Lima,EM35,title,Makro Mangomarca,Costanera,Costanera,Makro Mangomarca,,,,,,,,,Otros,Lima,EM35,TRUE,,
route_107440,data/processed/transporte/route_107440,107440,Ruta de autobús EO07 en el mapa de Lima,EO07,title,Primax Bayóvar,Estadio Ollaraya,Estadio Ollaraya,Primax Bayóvar,,,,,,,,,Otros,Lima,EO07,TRUE,,
route_107450,data/processed/transporte/route_107450,107450,Ruta de autobús SO13 en el mapa de Lima,SO13,title,El Rosedal,Los Cipreses,Los Cipreses,El Rosedal,,,,,,,,,Otros,Lima,SO13,TRUE,,
route_107520,data/processed/transporte/route_107520,107520,Ruta de autobús SCR36 en el mapa de Lima,SCR36,title,Las Gaviotas,San Marcos,San Marcos,Las Gaviotas,,,,,,,,,Otros,Lima,SCR36,TRUE,,
route_107549,data/processed/transporte/route_107549,107549,Ruta de autobús SCR10 en el mapa de Lima,SCR10,title,Universidad de Lima,Parque Mora,Parque Mora,Universidad de Lima,,,,,,,,,Otros,Lima,SCR10,TRUE,,
route_107550,data/processed/transporte/route_107550,107550,Ruta de autobús NO101 en el mapa de Lima,NO101,title,Grifo América,Pamplona Alta,Pamplona Alta,Grifo América,,,,,,,,,Otros,Lima,NO101,TRUE,,
route_107631,data/processed/transporte/route_107631,107631,Ruta de autobús 8514 en el mapa de Lima,8514,title,Complejo Deportivo Villa María del Triunfo,Pachacútec,Pachacútec,Complejo Deportivo Villa María del Triunfo,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,8514,TRUE,,
route_107815,data/processed/transporte/route_107815,107815,Ruta de autobús SO12 en el mapa de Lima,SO12,title,Las Lomas,Panamericana Norte,Panamericana Norte,Las Lomas,,,,,,,,,Otros,Lima,SO12,TRUE,,
route_108439,data/processed/transporte/route_108439,108439,Ruta de autobús EO53 en el mapa de Lima,EO53,title,José Santos Chocano,Elmer Faucett,Elmer Faucett,José Santos Chocano,,,,,,,,,Otros,Lima,EO53,TRUE,,
route_108479,data/processed/transporte/route_108479,108479,Ruta de autobús EO44 (Ricardo Palma - Callao) en el mapa de Ricardo Palma District,EO44,title,Arzapalo,Venezuela,Venezuela,Arzapalo,,,,,,,,,Otros,Ricardo Palma - Callao,EO44,TRUE,,
route_108488,data/processed/transporte/route_108488,108488,Ruta de autobús NM09 en el mapa de Lima,NM09,title,Mercado San Martín de Porres,Colegio San Alfonso,Colegio San Alfonso,Mercado San Martín de Porres,,,,,,,,,Otros,Lima,NM09,TRUE,,
route_108666,data/processed/transporte/route_108666,108666,Ruta de autobús Lima - Huánuco (Móvil Bus) en el mapa de Lima,108666,route_id_fallback,Terminal Móvil Bus,Estrella Polar,Estrella Polar,Terminal Móvil Bus,,,,,,,,,Otros,Lima,108666,TRUE,,
route_108981,data/processed/transporte/route_108981,108981,Ruta de autobús 1901 (Lima - Callao) en el mapa de Lima,1901,title,Calle 7,Óvalo La Perla,Óvalo La Perla,Calle 7,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,1901,TRUE,,
route_109146,data/processed/transporte/route_109146,109146,Ruta de autobús 8406 en el mapa de Lima,8406,title,Ferrocarril,Entrada Huampaní (Carapongo),Entrada Huampaní (Carapongo),Ferrocarril,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,8406,TRUE,,
route_137496,data/processed/transporte/route_137496,137496,Ruta de autobús 9605 en el mapa de Lima,9605,title,Playa Abtao,Gamarra,Gamarra,Playa Abtao,codigo_antiguo,1132,9605,El Urbanito,#004F08,Empresa de Transporte y Servicios Múltiples Satélite S.A. (ETRASEMUSSA),Callao,La Victoria,Transporte Formal sin Codigo Nuevo,Lima,9605,TRUE,,
route_150028,data/processed/transporte/route_150028,150028,Ruta de autobús AN19 en el mapa de Lima,AN19,title,Estación Chimpú Ocllo,Techo Propio,Techo Propio,Estación Chimpú Ocllo,,,,,,,,,Otros,Lima,AN19,TRUE,,
route_150479,data/processed/transporte/route_150479,150479,Ruta de autobús 1044 en el mapa de Lima,1044,title,Pirámide del Sol,Rebagliati,Rebagliati,Pirámide del Sol,codigo_nuevo,1044,3509,La 104,#FF3F0F,Transportes y Servicios 104 S.A.C.,San Juan de Lurigancho,Jesús María,Transporte Formalizado por la ATU,Lima,1044,TRUE,,
route_150481,data/processed/transporte/route_150481,150481,Ruta de autobús 4913 (Lima - Callao) en el mapa de Lima,4913,title,Plaza de Armas de Huaycán,Óvalo La Perla,Óvalo La Perla,Plaza de Armas de Huaycán,codigo_antiguo,1228,4913,La H - La Z,#4FA500,Empresa de Transportes y Servicios Santa Rosa de Lima S.A. (ETSRLSA),Huaycán,La Perla,Transporte Formal sin Codigo Nuevo,Lima - Callao,4913,TRUE,,
route_150590,data/processed/transporte/route_150590,150590,Ruta de autobús 4212 en el mapa de Lima,4212,title,Condominio Las Flores,San Nicolás,San Nicolás,Condominio Las Flores,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,4212,TRUE,,
route_150727,data/processed/transporte/route_150727,150727,Ruta de autobús 1003 en el mapa de Lima,1003,title,Valle Hermoso,Acho,Acho,Valle Hermoso,codigo_nuevo,1003,1209,La 9,#FFFFFF,Empresa de Transportes Rosa de las Américas S.A.C. (ETROASAC),Puente Piedra,Rímac,Transporte Formalizado por la ATU,Lima,1003,TRUE,,
