folder,folder_rel,route_id,title,display_id_raw,display_id_source,end1_start,end1_end,end2_start,end2_end,cand_match_type,cand_codigo_nuevo,cand_codigo_antiguo,cand_alias,cand_color_hex,cand_empresa_operadora,cand_distrito_origen,cand_distrito_destino,categoria,ambito_title,codigo_final,usar_en_mapa,es_codigo_nuevo,comentario
route_155387,data/processed/transporte/route_155387,155387,Ruta de autobús 1153 (Lima - Callao) en el mapa de Lima,1153,title,Paradero 1 (Túpac Amaru),Colonial (Ruta Km21,Colonial,Paradero 1 (Túpac Amaru) (Ruta Km21,codigo_nuevo,1153,CR62,Ninguno,#400707,Empresa de Transportes San Ignacio de Loyola S.A. (ETRASILSA),Carabayllo,Carabayllo,Transporte Formalizado por la ATU,Lima - Callao,1153,TRUE,,
route_155388,data/processed/transporte/route_155388,155388,Ruta de autobús 1140 (Lima - Callao) en el mapa de Lima,1140,title,Muelle Pesquero Artesanal,Washington,Uruguay,Muelle Pesquero Artesanal,codigo_nuevo,1140,CR30,Ninguno,#A322BD,Empresa de Transportes y Servicios Milagroso Inmaculado Señor Cautivo de Ayabaca S.A. (ETMISCASA),Callao,Lima,Transporte Formalizado por la ATU,Lima - Callao,1140,TRUE,,
route_155389,data/processed/transporte/route_155389,155389,Ruta de autobús 1143 (Lima - Callao) en el mapa de Lima,1143,title,Plaza Garibaldi,Universidad de Lima,Universidad de Lima,Plaza Garibaldi,codigo_nuevo,1143,CR38,La 524,#FFE642,Gruplan S.A.,Callao,Santiago de Surco,Transporte Formalizado por la ATU,Lima - Callao,1143,TRUE,,
route_155390,data/processed/transporte/route_155390,155390,Ruta de autobús 1144 (Lima - Callao) en el mapa de Lima,1144,title,Marco Polo,Plaza Unión,Plaza Unión,Marco Polo,codigo_nuevo,1144,CR40,Ninguna,#38B6FF,Empresa de Transportes y Servicios Conexos Néstor Gambetta S.A.,Callao,Lima,Transporte Formalizado por la ATU,Lima - Callao,1144,TRUE,,
route_155392,data/processed/transporte/route_155392,155392,Ruta de autobús 1147 (Lima - Callao) en el mapa de Lima,1147,title,Plaza Matriz,Plaza 2 de Mayo,Plaza 2 de Mayo,Plaza Matriz,codigo_nuevo,1147,CR46,Ninguno,#FF00A2,Empresa de Transportes y Servicios Generales Colonial S.A.,La Punta,Lima,Transporte Formalizado por la ATU,Lima - Callao,1147,TRUE,,
route_155393,data/processed/transporte/route_155393,155393,Ruta de autobús 1150 (Lima - Callao) en el mapa de Lima,1150,title,Puerto Nuevo,Washington,Uruguay,Puerto Nuevo,codigo_nuevo,1150,CR52,Ninguno,#EFFF12,Empresa de Transportes 102 S.A.,Callao,Lima,Transporte Formalizado por la ATU,Lima - Callao,1150,TRUE,,
route_155394,data/processed/transporte/route_155394,155394,Ruta de autobús 1151 (Lima - Callao) en el mapa de Lima,1151,title,Calle 7,Plaza 2 de Mayo,Cornelio Borda,Calle 7,codigo_nuevo,1151,CR56,Ninguno,#AD3A10,Empresa de Transportes Mi Perú Ventanilla S.A. (EPTEVESA),Ventanilla,Lima,Transporte Formalizado por la ATU,Lima - Callao,1151,TRUE,,
route_155397,data/processed/transporte/route_155397,155397,Ruta de autobús 1155 (Lima - Callao) en el mapa de Lima,1155,title,Muelle Pesquero Artesanal,Washington,Uruguay,Muelle Pesquero Artesanal,codigo_nuevo,1155,CR78,Ninguno,#FF860D,Grupo Holrex S.A. / Holding Real Express S.A,Callao,Lima,Transporte Formalizado por la ATU,Lima - Callao,1155,TRUE,,
route_155398,data/processed/transporte/route_155398,155398,Ruta de autobús 1156 (Lima - Callao) en el mapa de Lima,1156,title,Marco Polo,Plaza Unión,Plaza Unión,Marco Polo,codigo_nuevo,1156,ICR02B,Ninguno,#00EEFF,Empresa de Transportes y Servicios Nuevo Reynoso S.A. (ETYSNURSA),Callao,Lima,Transporte Formalizado por la ATU,Lima - Callao,1156,TRUE,,
route_155399,data/processed/transporte/route_155399,155399,Ruta de autobús 1157 (Lima - Callao) en el mapa de Lima,1157,title,Cornelio Borda,Calle 7,Calle 7,Cornelio Borda,codigo_nuevo,1157,IM19,Ninguno,#255710,Cooperativa de Servicios Especiales Transportes Sol y Mar Ltda.,Ventanilla,Lima,Transporte Formalizado por la ATU,Lima - Callao,1157,TRUE,,
route_155417,data/processed/transporte/route_155417,155417,Ruta de autobús 1164 (Lima - Callao) en el mapa de Lima,1164,title,Manco II,Marco Polo,Marco Polo,Manco II,codigo_nuevo,1164,IO19,Ninguno,#000880,Cooperativa de Transportes Corazón de Jesús Ltda. (CTCJ),Callao,Independencia,Transporte Formalizado por la ATU,Lima - Callao,1164,TRUE,,
route_155418,data/processed/transporte/route_155418,155418,Ruta de autobús 1161 (Lima - Callao) en el mapa de Lima,1161,title,Bertello,Elias Aguirre,Elias Aguirre,Bertello,codigo_nuevo,1161,IM40,La 89,#37880B,Empresa de Transportes Víctor Raúl Haya de La Torre S.A. (ETVRHTSA),Callao,Ate,Transporte Formalizado por la ATU,Lima - Callao,1161,TRUE,,
route_155419,data/processed/transporte/route_155419,155419,Ruta de autobús 1162 (Lima - Callao) en el mapa de Lima,1162,title,San Lorenzo,Sucre,Sucre,San Lorenzo,codigo_nuevo,1162,IM47,Ninguno,#8C0B01,Consorcio Briza,Callao,San Miguel,Transporte Formalizado por la ATU,Lima - Callao,1162,TRUE,,
route_155420,data/processed/transporte/route_155420,155420,Ruta de autobús 1163 (Lima - Callao) en el mapa de Lima,1163,title,Los Cerezos,Universidad de Lima,Universidad de Lima,Los Cerezos,codigo_nuevo,1163,IO14,La SV,#37FFD7,Corporación Avagon S.A.C.,Mi Perú,Santiago de Surco,Transporte Formalizado por la ATU,Lima - Callao,1163,TRUE,,
route_155421,data/processed/transporte/route_155421,155421,Ruta de autobús 1160 en el mapa de Lima,1160,title,Terminal Conchitas,Benjamín Franklin,Benjamín Franklin,Terminal Conchitas,codigo_nuevo,1160,IM34B,La OP,#FF872B,Multiservicios e Inversiones Chimpum Callao S.A.,Ventanilla,Ate,Transporte Formalizado por la ATU,Lima,1160,TRUE,,
route_155425,data/processed/transporte/route_155425,155425,Ruta de autobús 1165 (Lima - Callao) en el mapa de Lima,1165,title,Gerardo Unger,La Marina,La Marina,Trapiche,codigo_nuevo,1165,IO38,Ninguno,#0011FF,Consorcio Briza,Los Olivos,Callao,Transporte Formalizado por la ATU,Lima - Callao,1165,TRUE,,
route_155431,data/processed/transporte/route_155431,155431,Ruta de autobús 1180 en el mapa de Lima,1180,title,Grifo América,Pamplona Alta,Pamplona Alta,Grifo América,codigo_nuevo,1180,1702,La A,#FA8E00,Empresa de Transportes y Servicios Nueva América S.A. (TRANSNASA),Carabayllo,San Juan de Miraflores,Transporte Formalizado por la ATU,Lima,1180,TRUE,,
route_155433,data/processed/transporte/route_155433,155433,Ruta de autobús 1166 en el mapa de Lima,1166,title,Entrada Enace,La Marina,La Marina,Entrada Enace,codigo_nuevo,1166,IO44,Ninguno,#032DFF,Empresa de Transportes Vía Bus S.A.C. (ETVIBUSAC),Carabayllo,San Miguel,Transporte Formalizado por la ATU,Lima,1166,TRUE,,
route_155434,data/processed/transporte/route_155434,155434,Ruta de autobús 1167 (Lima - Callao) en el mapa de Lima,1167,title,Paradero 1 (Túpac Amaru),Colonial,Colonial,Paradero 1 (Túpac Amaru),codigo_nuevo,1167,IO45,Ninguno,#634941,Consorcio Briza,Carabayllo,Callao,Transporte Formalizado por la ATU,Lima - Callao,1167,TRUE,,
route_155435,data/processed/transporte/route_155435,155435,Ruta de autobús 1169 (Lima - Callao) en el mapa de Lima,1169,title,Pablo Boner,Plaza 2 de Mayo,Plaza 2 de Mayo,Pablo Boner,codigo_nuevo,1169,IO75B,Ninguno,#808080,Transportes y Servicios Cielo Mar y Tierra S.A. (ETCIMATISA),Mi Perú,Lima,Transporte Formalizado por la ATU,Lima - Callao,1169,TRUE,,
route_155436,data/processed/transporte/route_155436,155436,Ruta de autobús 1170 (Lima - Callao) en el mapa de Lima,1170,title,Estados Unidos,Chancay,Chancay,Estados Unidos,codigo_nuevo,1170,OM09,La 93,#18D6C9,Perla Argentina S.A. (PASA),Callao,Lima,Transporte Formalizado por la ATU,Lima - Callao,1170,TRUE,,
route_155437,data/processed/transporte/route_155437,155437,Ruta de autobús 1171 (Lima - Callao) en el mapa de Lima,1171,title,Los Cerezos,Huánuco,Huánuco,Los Cerezos,codigo_nuevo,1171,OM16,La DC - La SB,#00B8FF,Empresa de Transportes Álamo Express S.A. (ETALEXSA) / Consorcio Santa Bárbara S.A. (COSBASA),Santa Rosa,La Victoria,Transporte Formalizado por la ATU,Lima - Callao,1171,TRUE,,
route_155438,data/processed/transporte/route_155438,155438,Ruta de autobús 1172 (Lima - Callao) en el mapa de Lima,1172,title,El Olivar,Calle 1,Calle 1,El Olivar,codigo_nuevo,1172,OM23,Ninguno,#078ED1,Corporación Empresa de Transportes Urbano Niño Jesús S.A. (ETUNIJESA),San Martín de Porres,Rímac,Transporte Formalizado por la ATU,Lima - Callao,1172,TRUE,,
route_155439,data/processed/transporte/route_155439,155439,Ruta de autobús 1181 (Lima - Callao) en el mapa de Lima,1181,title,Calle 8,Mártir Olaya,Micaela Bastidas,Calle 8,codigo_nuevo,1181,1703,La 70,#247506,Empresa de Transportes Perú S.A.C.,Puente Piedra,Chorrillos,Transporte Formalizado por la ATU,Lima - Callao,1181,TRUE,,
route_155440,data/processed/transporte/route_155440,155440,Ruta de autobús 1183 en el mapa de Lima,1183,title,Entrada a Lima (Carabayllo),Bolichera,Bolichera,Entrada a Lima (Carabayllo),codigo_nuevo,1183,1706,La A,#A6411A,Comunicación Integral Turismo e Inversiones Urano Tours S.A.,Carabayllo,Santiago de Surco,Transporte Formalizado por la ATU,Lima,1183,TRUE,,
route_155441,data/processed/transporte/route_155441,155441,Ruta de autobús 1184 (Lima - Callao) en el mapa de Lima,1184,title,Nuevo Atico,Parques del Paraíso,Parques del Paraíso,Nuevo Atico,codigo_nuevo,1184,1801,La B39 - La C,#00B8FF,Empresa de Transportes Edilberto Ramos S.A.C. (ETERSAC),Santa Rosa,Pachacámac,Transporte Formalizado por la ATU,Lima - Callao,1184,TRUE,,
route_155442,data/processed/transporte/route_155442,155442,Ruta de autobús 1185 en el mapa de Lima,1185,title,Ensenada,Terminal Los Chinos,Terminal Los Chinos,Ensenada,codigo_nuevo,1185,1802,La A - El Chino,#00B8FF,Empresa de Transportes Urbano Los Chinos S.A. (ETUCHISA),Puente Piedra,Villa El Salvador,Transporte Formalizado por la ATU,Lima,1185,TRUE,,
route_155463,data/processed/transporte/route_155463,155463,Ruta de autobús 1192 en el mapa de Lima,1192,title,Colegio San Alfonso,Mercado San Martín de Porres,Mercado San Martín de Porres,Colegio San Alfonso,codigo_nuevo,1192,2407,Ninguno,#FFEE00,Empresa de Transportes y Servicios El Sol de Santa Clara S.A. (ETISSA),Independencia,Ate,Transporte Formalizado por la ATU,Lima,1192,TRUE,,
route_155464,data/processed/transporte/route_155464,155464,Ruta de autobús 1194 en el mapa de Lima,1194,title,Las Rosas,Pasaje B,Pasaje B,Las Rosas,codigo_nuevo,1194,2409,La B,#A5C5EB,Empresa Virgen de Fátima S.A. (EVIFASA),San Martín de Porres,Ate,Transporte Formalizado por la ATU,Lima,1194,TRUE,,
route_155465,data/processed/transporte/route_155465,155465,Ruta de autobús 1191 en el mapa de Lima,1191,title,Bertello,Gardenias,Gardenias,Bertello,codigo_nuevo,1191,2406,La 35A,#085E02,Empresa de Transportes y Servicios Múltiples Los Excelentes Unidos S.A.,San Martín de Porres,Ate,Transporte Formalizado por la ATU,Lima,1191,TRUE,,
route_155466,data/processed/transporte/route_155466,155466,Ruta de autobús 1195 en el mapa de Lima,1195,title,Quebrada Chuquitanta,Las Águilas,Las Águilas,Quebrada Chuquitanta,codigo_nuevo,1195,2411,La 42 - El Rápido,#D90000,Empresa de Transportes y Servicios El Rápido S.A. / Grupo Empresarial El Rápido S.A.,San Martín de Porres,Lurigancho/Chosica,Transporte Formalizado por la ATU,Lima,1195,TRUE,,
route_155469,data/processed/transporte/route_155469,155469,Ruta de autobús 1190 en el mapa de Lima,1190,title,San Diego de Alcalá,Los Chancas de Andahuaylas,Los Chancas de Andahuaylas,San Diego de Alcalá,codigo_nuevo,1190,2405,Ninguno,#0839FF,Empresa de Servicios y Transportes Inversiones El Rápido S.A. (ESTIRSA),San Martín de Porres,Santa Anita,Transporte Formalizado por la ATU,Lima,1190,TRUE,,
route_155472,data/processed/transporte/route_155472,155472,Ruta de autobús 1196 en el mapa de Lima,1196,title,Canta Callao,Ferrocarril,Ferrocarril,Canta Callao,codigo_nuevo,1196,2414,La A,#0006CC,Transportes Cruz del Centro S.A.,Los Olivos,Santa Anita,Transporte Formalizado por la ATU,Lima,1196,TRUE,,
route_155473,data/processed/transporte/route_155473,155473,Ruta de autobús 1197 (Lima - Callao) en el mapa de Lima,1197,title,La Rivera de San Diego,Estación Cabitos,Estación Cabitos,La Rivera de San Diego,codigo_nuevo,1197,2701,La 44A,#EB1515,Empresa de Transportes Diecisiete de Junio S.A. (ETRADIJUSA),San Martín de Porres,Santiago de Surco,Transporte Formalizado por la ATU,Lima - Callao,1197,TRUE,,
route_155474,data/processed/transporte/route_155474,155474,Ruta de autobús 1199 en el mapa de Lima,1199,title,Puente Camote,Alameda del Remero,Alameda del Remero,Puente Camote,codigo_nuevo,1199,2703,La 36,#F5CC6C,Empresa de Transportes 36 San Martín de Porres S.A. (ET36SMPSA),San Martín de Porres,Chorrillos,Transporte Formalizado por la ATU,Lima,1199,TRUE,,
route_155502,data/processed/transporte/route_155502,155502,Ruta de autobús SO52 en el mapa de Lima,SO52,title,Aldea 6,Villa Indoamérica,Villa Indoamérica,Aldea 6,,,,,,,,,Otros,Lima,SO52,TRUE,,
route_155503,data/processed/transporte/route_155503,155503,Ruta de autobús SO55b en el mapa de Lima,SO55b,title,Liga Distrital de Fútbol,Villa Jardín,Villa Jardín,Liga Distrital de Fútbol,,,,,,,,,Otros,Lima,SO55b,TRUE,,
route_155506,data/processed/transporte/route_155506,155506,Ruta de autobús SO70a en el mapa de Lima,SO70a,title,Tacajaya,Mercado de Magdalena,Mercado de Magdalena,Tacajaya,,,,,,,,,Otros,Lima,SO70a,TRUE,,
route_155507,data/processed/transporte/route_155507,155507,Ruta de autobús 1225 (Lima - Callao) en el mapa de Lima,1225,title,2 de Mayo,Canta Callao,Canta Callao,2 de Mayo,codigo_nuevo,1225,4905,La C - La 01,#00B8FF,Empresa de Transportes Álamo Express S.A. (ETALEXSA),Ate,Callao,Transporte Formalizado por la ATU,Lima - Callao,1225,TRUE,,
route_155509,data/processed/transporte/route_155509,155509,Ruta de autobús SO55c en el mapa de Lima,SO55c,title,Calle 9,Villa Jardín,Villa Jardín,Calle 9,,,,,,,,,Otros,Lima,SO55c,TRUE,,
route_155519,data/processed/transporte/route_155519,155519,Ruta de autobús 1221 en el mapa de Lima,1221,title,Entrada Asociación de Vivienda Segundo Mercado López,Domingo Cueto,Domingo Cueto,Entrada Asociación de Vivienda Segundo Mercado López,codigo_nuevo,1221,4516,La 20,#B80422,Empresa de Transportes y Servicios Los Expertos y Somos Más S.A.,Ate,San Miguel,Transporte Formalizado por la ATU,Lima,1221,TRUE,,
route_155520,data/processed/transporte/route_155520,155520,Ruta de autobús 1222 en el mapa de Lima,1222,title,Cantera Media Luna,Plaza Jorge Chávez,Plaza Jorge Chávez,Cantera Media Luna,codigo_nuevo,1222,4901,La 19 - La N,#AD9600,Empresa de Transportes y Servicios San Cristóbal Palcamayo S.A.,Lurigancho/Chosica,Callao,Transporte Formalizado por la ATU,Lima,1222,TRUE,,
route_155521,data/processed/transporte/route_155521,155521,Ruta de autobús 1224 en el mapa de Lima,1224,title,Roger Shuller,Plaza Jorge Chávez,Plaza Jorge Chávez,Roger Shuller,codigo_nuevo,1224,4904,La 19,#FFD500,Empresa de Transportes Gocarive 19 S.A.,Ate,Callao,Transporte Formalizado por la ATU,Lima,1224,TRUE,,
route_155522,data/processed/transporte/route_155522,155522,Ruta de autobús 1226 (Lima - Callao) en el mapa de Lima,1226,title,Los Guindos,Estados Unidos,Estados Unidos,Los Guindos,codigo_nuevo,1226,4908,La 71B,#7D0202,Empresa de Transportes El Carmen de la Punta S.A. (ETCAPSA),Ate,Callao,Transporte Formalizado por la ATU,Lima - Callao,1226,TRUE,,
route_155523,data/processed/transporte/route_155523,155523,Ruta de autobús 1227 (Lima - Callao) en el mapa de Lima,1227,title,San Cristóbal de Monterrosa,Calle H,Calle H,San Cristóbal de Monterrosa,codigo_nuevo,1227,4911,Ninguno,#30A130,Empresa de Transportes y Servicios Almirante Miguel Grau S.A. (ETSAMIGSA),Ate,Callao,Transporte Formalizado por la ATU,Lima - Callao,1227,TRUE,,
route_155525,data/processed/transporte/route_155525,155525,Ruta de autobús Línea 50 en el mapa de Lima,50,title,José de la Torre Ugarte,San Cristóbal,San Cristóbal,José de la Torre Ugarte,,,,,,,,,Otros,Lima,50,TRUE,,
route_155526,data/processed/transporte/route_155526,155526,Ruta de autobús 1218 (Lima - Ricardo Palma) en el mapa de Lima,1218,title,José Santos Chocano,Grito de Huaura,Grito de Huaura,José Santos Chocano,codigo_nuevo,1218,4506,El Chosicano,#D61A1A,Empresa de Transportes y Servicios Lima Chosica S.A. (ETYSLCHSA),Ricardo Palma,San Miguel,Transporte Formalizado por la ATU,Lima - Ricardo Palma,1218,TRUE,,
route_155527,data/processed/transporte/route_155527,155527,Ruta de autobús 1219 en el mapa de Lima,1219,title,Huaycoloro,Calle 29,Calle 29,Huaycoloro,codigo_nuevo,1219,4512,La B,#FFF945,Vargasant S.A.C.,Lurigancho/Chosica,San Miguel,Transporte Formalizado por la ATU,Lima,1219,TRUE,,
route_155528,data/processed/transporte/route_155528,155528,Ruta de autobús 1220 en el mapa de Lima,1220,title,Vía a Santa Rosa de Huachipa,Salaverry,Salaverry,Vía a Santa Rosa de Huachipa,codigo_nuevo,1220,4513,Ninguno,#FF1919,Empresa de Transportes y Servicios Peralitos S.A.,Lurigancho/Chosica,Lima,Transporte Formalizado por la ATU,Lima,1220,TRUE,,
route_155529,data/processed/transporte/route_155529,155529,Ruta de autobús 1223 (Lima - Callao) en el mapa de Lima,1223,title,Ceres Medio,El Emisor,El Emisor,Ceres Medio,codigo_nuevo,1223,4902,La 129B,#21917F,Transportes Pesqueros S.A.,Ate,Callao,Transporte Formalizado por la ATU,Lima - Callao,1223,TRUE,,
route_155541,data/processed/transporte/route_155541,155541,Ruta de autobús 1229 en el mapa de Lima,1229,title,La Paz,Óvalo La Paz,Óvalo La Paz,La Paz,codigo_nuevo,1229,5303,La M,#FFFF00,Empresa de Transportes Próceres S.A.,San Miguel,El Agustino,Transporte Formalizado por la ATU,Lima,1229,TRUE,,
route_155542,data/processed/transporte/route_155542,155542,Ruta de autobús 1230 en el mapa de Lima,1230,title,Alameda del Remero,Techo Propio,Techo Propio,Alameda del Remero,codigo_nuevo,1230,7101,La 03,#FFD600,Empresa de Servicios Múltiples Fénix 2000 S.A. / Transportes Huáscar S.A.,Chorrillos,Carabayllo,Transporte Formalizado por la ATU,Lima,1230,TRUE,,
route_155543,data/processed/transporte/route_155543,155543,Ruta de autobús 1231 en el mapa de Lima,1231,title,Alameda Don Alfonso,Peycar,Peycar,Alameda Don Alfonso,codigo_nuevo,1231,7103,Servicios,Comercializadora,Empresa de Transportes,Chorrillos,Carabayllo,Transporte Formalizado por la ATU,Lima,1231,TRUE,,
route_155545,data/processed/transporte/route_155545,155545,Ruta de autobús 1233 en el mapa de Lima,1233,title,Villa Jardín,Canta Callao,Canta Callao,Villa Jardín,codigo_nuevo,1233,7204,La P1,#FF640A,Empresa de Transportes y Servicios San Pedro de Pamplona S.A.,San Juan de Miraflores,San Martín de Porres,Transporte Formalizado por la ATU,Lima,1233,TRUE,,
route_155547,data/processed/transporte/route_155547,155547,Ruta de autobús 1241 en el mapa de Lima,1241,title,Nuevo Lurín,Calle E,Calle E,Nuevo Lurín,codigo_nuevo,1241,8110,La C,#00B8FF,Empresa de Transportes Roluesa S.A.C.,Lurín,Carabayllo,Transporte Formalizado por la ATU,Lima,1241,TRUE,,
route_155548,data/processed/transporte/route_155548,155548,Ruta de autobús 1239 en el mapa de Lima,1239,title,Terminal Los Chinos,Valle Hermoso,Valle Hermoso,Terminal Los Chinos,codigo_nuevo,1239,8108,La C,#00B8FF,Empresa de Servicios Múltiples El Cóndor S.A.C. / Empresa de Transportes Urbano Los Chinos S.A. (ETUCHISA),Villa El Salvador,Puente Piedra,Transporte Formalizado por la ATU,Lima,1239,TRUE,,
route_155549,data/processed/transporte/route_155549,155549,Ruta de autobús 1240 en el mapa de Lima,1240,title,Las Palmas,Zona Industrial de Ancón,Zona Industrial de Ancón,Las Palmas,codigo_nuevo,1240,8109,La A,#39913C,Empresa de Transportes y Servicios Virgen de la Puerta S.A. (VIPUSA),Pachacámac,Ancón,Transporte Formalizado por la ATU,Lima,1240,TRUE,,
route_155550,data/processed/transporte/route_155550,155550,Ruta de autobús 1232 en el mapa de Lima,1232,title,Avenida 3,Cerro Pan de Azúcar,Cerro Pan de Azúcar,Avenida 3,codigo_nuevo,1232,7202,La A,#F70707,Empresa de Transportes San Juan de La Cruz S.A.C. / Transportes y Servicios Lima Chorrillos S.A. (TRANSLICSA),San Juan de Miraflores,San Martín de Porres,Transporte Formalizado por la ATU,Lima,1232,TRUE,,
route_155552,data/processed/transporte/route_155552,155552,Ruta de autobús 1237 en el mapa de Lima,1237,title,Vicuña,Chacra,Chacra,Vicuña,codigo_nuevo,1237,8105,La 5,#D10F0F,Empresa de Transportes y Servicios El Rápido S.A. / Grupo Empresarial El Rápido S.A.,Villa El Salvador,Carabayllo,Transporte Formalizado por la ATU,Lima,1237,TRUE,,
route_155553,data/processed/transporte/route_155553,155553,Ruta de autobús 1238 en el mapa de Lima,1238,title,Vicuña,Santa María del Bosque,Santa María del Bosque,Vicuña,codigo_nuevo,1238,8107,La C,#091080,San Felipe Express S.A.,Villa El Salvador,Carabayllo,Transporte Formalizado por la ATU,Lima,1238,TRUE,,
route_155555,data/processed/transporte/route_155555,155555,Ruta de autobús 1242 en el mapa de Lima,1242,title,Restaurante La Familia,Acceso a Santa Rosa,Acceso a Santa Rosa,Restaurante La Familia,codigo_nuevo,1242,8111,La C,#0BB8FF,Empresa de Servicios Múltiples Nuevo Perú S.A.,Pachacámac,Ancón,Transporte Formalizado por la ATU,Lima,1242,TRUE,,
route_155564,data/processed/transporte/route_155564,155564,Ruta de autobús 1248 en el mapa de Lima,1248,title,Villa Verde,Los Jazmines,Los Jazmines,Villa Verde,codigo_nuevo,1248,8212,La A - La C,#00B8FF,Real Star del Perú S.A.C.,Pachacámac,San Martin de Porres,Transporte Formalizado por la ATU,Lima,1248,TRUE,,
route_155566,data/processed/transporte/route_155566,155566,Ruta de autobús 1247 en el mapa de Lima,1247,title,José Olaya,Los Jazmines,Los Jazmines,José Olaya,codigo_nuevo,1247,8211,La G,#00EABB,Empresa de Transportes Sur Express S.A.,Villa María del Triunfo,San Martín de Porres,Transporte Formalizado por la ATU,Lima,1247,TRUE,,
route_155569,data/processed/transporte/route_155569,155569,Ruta de autobús 1246 en el mapa de Lima,1246,title,Pasaje Túpac Amaru,San Vicente,San Vicente,Pasaje Túpac Amaru,codigo_nuevo,1246,8209,La C,#00B8FF,Empresa de Transportes Simón Bolívar S.A. (ETSIBOSA),Villa María Del Triunfo,San Martin de Porres,Transporte Formalizado por la ATU,Lima,1246,TRUE,,
route_155578,data/processed/transporte/route_155578,155578,Ruta de autobús 1245 en el mapa de Lima,1245,title,Pedro Valle Medina,Parque Cahuide,Parque Cahuide,Pedro Valle Medina,codigo_nuevo,1245,8205,Ninguno,#A89574,Empresa de Servicio Especial de Transporte San Judas Tadeo S.A,Villa María del Triunfo,San Martín de Porres,Transporte Formalizado por la ATU,Lima,1245,TRUE,,
route_155600,data/processed/transporte/route_155600,155600,Ruta de autobús 1252 en el mapa de Lima,1252,title,Triángulo,San Martín,San Martín,Triángulo,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,1252,TRUE,,
route_155601,data/processed/transporte/route_155601,155601,Ruta de autobús 1253 en el mapa de Lima,1253,title,Terminal San Bartolo,Escardó,Escardó,Terminal San Bartolo,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,1253,TRUE,,
route_155603,data/processed/transporte/route_155603,155603,Ruta de autobús 1251 en el mapa de Lima,1251,title,Urbanización San José,Elmer Faucett,Elmer Faucett,Urbanización San José,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,1251,TRUE,,
route_155606,data/processed/transporte/route_155606,155606,Ruta de autobús 1250 en el mapa de Lima,1250,title,Los Algarrobos,Universitaria,Universitaria,Los Algarrobos,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,1250,TRUE,,
route_155608,data/processed/transporte/route_155608,155608,Ruta de autobús 1254 (Lima - Olof Palme) en el mapa de Lima,1254,title,Terminal Pucusana,Faucett,Faucett,Terminal Pucusana,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Olof Palme,1254,TRUE,,
route_155611,data/processed/transporte/route_155611,155611,Ruta de autobús 1249 en el mapa de Lima,1249,title,Óvalo José Gálvez,Parque San Nicolás,Parque San Nicolás,Óvalo José Gálvez,codigo_nuevo,1249,8214,La 15C,#FF8F1F,Empresa de Transportes y Servicios Salvador S.A.C. (ETSSSAC),Villa María del Triunfo,San Martin de Porres,Transporte Formalizado por la ATU,Lima,1249,TRUE,,
route_155638,data/processed/transporte/route_155638,155638,Ruta de autobús 1257 (Lima - Callao) en el mapa de Lima,1257,title,Ica,Andrés Ponce Palacios,Andrés Ponce Palacios,Ica,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,1257,TRUE,,
route_155639,data/processed/transporte/route_155639,155639,Ruta de autobús 1258 (Lima - Callao) en el mapa de Lima,1258,title,SKF del Perú,Apurímac,Apurímac,SKF del Perú,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,1258,TRUE,,
route_155640,data/processed/transporte/route_155640,155640,Ruta de autobús 1260 (Lima - Callao) en el mapa de Lima,1260,title,Terminal Pachacutec,Óvalo Santa Rosa,Óvalo Santa Rosa,Terminal Pachacutec,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,1260,TRUE,,
route_155642,data/processed/transporte/route_155642,155642,Ruta de autobús 1255 en el mapa de Lima,1255,title,Juan Velasco Alvarado,Universitaria,Universitaria,Juan Velasco Alvarado,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima,1255,TRUE,,
route_155643,data/processed/transporte/route_155643,155643,Ruta de autobús 1259 (Lima - Callao) en el mapa de Lima,1259,title,Universidad Laboral Pachacútec,Wiracocha,Wiracocha,Universidad Laboral Pachacútec,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,1259,TRUE,,
route_155724,data/processed/transporte/route_155724,155724,Ruta de autobús 1262 (Lima - Callao) en el mapa de Lima,1262,title,Terminal Pachacutec,Universitaria,Universitaria,Terminal Pachacutec,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,1262,TRUE,,
route_155725,data/processed/transporte/route_155725,155725,Ruta de autobús 1266 (Lima - Callao) en el mapa de Lima,1266,title,Ayacucho,Estación Cabitos,Estación Cabitos,Ayacucho,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,1266,TRUE,,
route_155726,data/processed/transporte/route_155726,155726,Ruta de autobús 1261 (Lima - Callao) en el mapa de Lima,1261,title,Sicilia,Colegio San Alfonso,Colegio San Alfonso,Sicilia,,,,,,,,,Transporte Formal sin Codigo Nuevo,Lima - Callao,1261,TRUE,,
